FullAddress,Steet,City,State,Zipcode,Retailer,Calc_Rebate,Check_Amount,AddressFull,Rebate_Status,RebateType,Site_Type
"16630 TRAIL DR, MORGAN HILL, CA 95037",16630 TRAIL DR,MORGAN HILL,CA,95037,Morgan Hill,"$2,149.00 ","$2,149.00 ",16630 TRAIL DR MH 95037,Check Issued,L,Single Family
"6179 SHADYGROVE DR, CUPERTINO, CA 95014",6179 SHADYGROVE DR,CUPERTINO,CA,95014,SJ Water Co.,$273.44 ,$273.44 ,6179 SHADYGROVE DR CU 95014,Check Issued,IW,Single Family
"4891 STONEYFORD CT, SAN JOSE, CA 95138",4891 STONEYFORD CT,SAN JOSE,CA,95138,SJ Muni,"$3,000.00 ",,4891 STONEYFORD CT SJ 95138,Appl. Received Complete,L,Single Family
"1552 OYAMA DR, SAN JOSE, CA 95131",1552 OYAMA DR,SAN JOSE,CA,95131,SJ Water Co.,$241.52 ,$241.52 ,1552 OYAMA DR SJ 95131,Check Issued,IW,Single Family
"4953 CRUDEN BAY CT, SAN JOSE, CA 95138",4953 CRUDEN BAY CT,SAN JOSE,CA,95138,SJ Muni,"$1,900.00 ","$1,900.00 ",4953 CRUDEN BAY CT SJ 95138,Check Issued,IW,Single Family
"1670 HYDE CT, LOS GATOS, CA 95032",1670 HYDE CT,LOS GATOS,CA,95032,SJ Water Co.,$484.75 ,$484.75 ,1670 HYDE CT LG 95032,Check Issued,IW,Single Family
"5240 CAMDEN AV, SAN JOSE, CA 95124",5240 CAMDEN AV,SAN JOSE,CA,95124,SJ Water Co.,$198.71 ,$198.71 ,5240 CAMDEN AV SJ 95124,Check Issued,IW,Single Family
"1801 FULTON ST, PALO ALTO, CA 94303",1801 FULTON ST,PALO ALTO,CA,94303,Palo Alto,$350.00 ,,1801 FULTON ST PA 94303,Notice to Proceed Sent,IW,Single Family
"4040 LEIGH AV, SAN JOSE, CA 95124",4040 LEIGH AV,SAN JOSE,CA,95124,SJ Water Co.,$350.00 ,,4040 LEIGH AV SJ 95124,Notice to Proceed Sent,IW,Single Family
"799 PORTSWOOD CL, SAN JOSE, CA 95120",799 PORTSWOOD CL,SAN JOSE,CA,95120,SJ Water Co.,$191.00 ,$191.00 ,799 PORTSWOOD CL SJ 95120,Check Issued,IW,Single Family
"2121 CHERYL WY, SAN JOSE, CA 95125",2121 CHERYL WY,SAN JOSE,CA,95125,SJ Water Co.,$194.65 ,$194.65 ,2121 CHERYL WY SJ 95125,Check Issued,IW,Single Family
"22406 ST ANDREWS AV, CUPERTINO, CA 95014",22406 ST ANDREWS AV,CUPERTINO,CA,95014,SJ Water Co.,"$2,156.09 ","$2,156.09 ",22406 ST ANDREWS AV CU 95014,Check Issued,LDIW,Single Family
"1539 JENVEY AV, SAN JOSE, CA 95125",1539 JENVEY AV,SAN JOSE,CA,95125,SJ Water Co.,"$2,000.00 ",,1539 JENVEY AV SJ 95125,Appl. Received Complete,L,Single Family
"12167 SCULLY AV, SARATOGA, CA 95070",12167 SCULLY AV,SARATOGA,CA,95070,SJ Water Co.,$595.00 ,,12167 SCULLY AV SA 95070,Appl. Received Complete,L,Single Family
"21544 CONRADIA CT, CUPERTINO, CA 95014",21544 CONRADIA CT,CUPERTINO,CA,95014,SJ Water Co.,"$1,935.00 ",,21544 CONRADIA CT CU 95014,Appl. Received Complete,LDI,Single Family
"1128 KENTWOOD AV, CUPERTINO, CA 95014",1128 KENTWOOD AV,CUPERTINO,CA,95014,SJ Water Co.,$350.00 ,,1128 KENTWOOD AV CU 95014,Notice to Proceed Sent,IW,Single Family
"680 DAWN WY, GILROY, CA 95020",680 DAWN WY,GILROY,CA,95020,Gilroy,$258.18 ,$258.18 ,680 DAWN WY GI 95020,Check Issued,IW,Single Family
"752 KENDALL AV, PALO ALTO, CA 94306",752 KENDALL AV,PALO ALTO,CA,94306,Palo Alto,$119.38 ,$119.38 ,752 KENDALL AV PA 94306,Check Issued,IW,Single Family
"13060 HAGA DR, SAN JOSE, CA 95111",13060 HAGA DR,SAN JOSE,CA,95111,SJ Water Co.,$350.00 ,,13060 HAGA DR SJ 95111,Appl. Received Complete,LIW,Single Family
"3388 ST MICHAEL DR, PALO ALTO, CA 94306",3388 ST MICHAEL DR,PALO ALTO,CA,94306,Palo Alto,$350.00 ,,3388 ST MICHAEL DR PA 94306,Notice to Proceed Sent,IW,Single Family
"3388 ST MICHAEL DR, PALO ALTO, CA 94306",3388 ST MICHAEL DR,PALO ALTO,CA,94306,,$0.00 ,,3388 ST MICHAEL DR PA 94306,Site is Disqualified,,Single Family
"20220 GLASGOW DR, SARATOGA, CA 95070",20220 GLASGOW DR,SARATOGA,CA,95070,SJ Water Co.,"$1,692.00 ","$1,692.00 ",20220 GLASGOW DR SA 95070,Check Issued,L,Single Family
"9181 PADOVA DR, GILROY, CA 95020",9181 PADOVA DR,GILROY,CA,95020,Gilroy,$143.04 ,$143.04 ,9181 PADOVA DR GI 95020,Check Issued,IW,Single Family
"6967 SERENITY WY, SAN JOSE, CA 95120",6967 SERENITY WY,SAN JOSE,CA,95120,SJ Water Co.,$265.00 ,$265.00 ,6967 SERENITY WY SJ 95120,Check Issued,L,Single Family
"2466 TASSO ST, PALO ALTO, CA 94301",2466 TASSO ST,PALO ALTO,CA,94301,Palo Alto,$300.00 ,$300.00 ,2466 TASSO ST PA 94301,Check Issued,W,Single Family
"6255 RUNNING SPRINGS RD, SAN JOSE, CA 95135",6255 RUNNING SPRINGS RD,SAN JOSE,CA,95135,SJ Muni,"$3,000.00 ",,6255 RUNNING SPRINGS RD SJ 95135,Appl. Received Complete,LIW,Single Family
"1515 MCKENDRIE ST, SAN JOSE, CA 95126",1515 MCKENDRIE ST,SAN JOSE,CA,95126,SJ Water Co.,$284.43 ,$284.43 ,1515 MCKENDRIE ST SJ 95126,Check Issued,IW,Single Family
"1575 MANTELLI DR, GILROY, CA 95020",1575 MANTELLI DR,GILROY,CA,95020,Gilroy,"$5,254.00 ","$5,254.00 ",1575 MANTELLI DR GI 95020,Check Issued,L,Commercial
"1308 MOUNTAIN QUAIL CL, SAN JOSE, CA 95120",1308 MOUNTAIN QUAIL CL,SAN JOSE,CA,95120,SJ Water Co.,$249.25 ,$249.25 ,1308 MOUNTAIN QUAIL CL SJ 95120,Check Issued,IW,Single Family
"15520 WINCHESTER BL, MONTE SERENO, CA 95030",15520 WINCHESTER BL,MONTE SERENO,CA,95030,SJ Water Co.,"$2,000.00 ","$2,000.00 ",15520 WINCHESTER BL MS 95030,Check Issued,L,Single Family
"1730 RANCHO HILLS CT, GILROY, CA 95020",1730 RANCHO HILLS CT,GILROY,CA,95020,Gilroy,$119.38 ,$119.38 ,1730 RANCHO HILLS CT GI 95020,Check Issued,IW,Single Family
"1980 KINGMAN AV, SAN JOSE, CA 95128",1980 KINGMAN AV,SAN JOSE,CA,95128,SJ Water Co.,"$2,000.00 ","$2,000.00 ",1980 KINGMAN AV SJ 95128,Check Issued,L,Single Family
"244 MT HAMILTON AV, LOS ALTOS, CA 94022",244 MT HAMILTON AV,LOS ALTOS,CA,94022,California Water,"$2,000.00 ",,244 MT HAMILTON AV LA 94022,Appl. Received Complete,LIW,Single Family
"271 BUSKIRK ST, MILPITAS, CA 95035",271 BUSKIRK ST,MILPITAS,CA,95035,Milpitas,"$1,540.00 ",,271 BUSKIRK ST MI 95035,Appl. Received Complete,L,Single Family
"1701 LOBELIA LN, SAN JOSE, CA 95124",1701 LOBELIA LN,SAN JOSE,CA,95124,SJ Water Co.,$350.00 ,,1701 LOBELIA LN SJ 95124,Appl. Received Complete,LIW,Single Family
"362 N BAYVIEW AV, SUNNYVALE, CA 94086",362 N BAYVIEW AV,SUNNYVALE,CA,94086,Sunnyvale,$225.00 ,,362 N BAYVIEW AV SU 94086,Notice to Proceed Sent,I,Single Family
"752 SHERMAN OAKS DR, SAN JOSE, CA 95128",752 SHERMAN OAKS DR,SAN JOSE,CA,95128,SJ Water Co.,$350.00 ,,752 SHERMAN OAKS DR SJ 95128,Notice to Proceed Sent,IW,Single Family
"2055 BARRETT AV, SAN JOSE, CA 95124",2055 BARRETT AV,SAN JOSE,CA,95124,SJ Water Co.,$350.00 ,,2055 BARRETT AV SJ 95124,Notice to Proceed Sent,IW,Single Family
"5477 LEIGH AV, SAN JOSE, CA 95124",5477 LEIGH AV,SAN JOSE,CA,95124,SJ Water Co.,$389.88 ,$389.88 ,5477 LEIGH AV SJ 95124,Check Issued,IW,Single Family
"1138 ANGMAR CT, SAN JOSE, CA 95121",1138 ANGMAR CT,SAN JOSE,CA,95121,SJ Water Co.,$530.00 ,,1138 ANGMAR CT SJ 95121,Notice to Proceed Sent,L,Single Family
"2940 MARIETTA DR, SANTA CLARA, CA 95051",2940 MARIETTA DR,SANTA CLARA,CA,95051,Santa Clara,$301.20 ,$301.20 ,2940 MARIETTA DR SC 95051,Check Issued,IW,Single Family
"1480 MONTELEGRE DR, SAN JOSE, CA 95120",1480 MONTELEGRE DR,SAN JOSE,CA,95120,SJ Water Co.,$116.37 ,$116.37 ,1480 MONTELEGRE DR SJ 95120,Check Issued,IW,Single Family
"1560 BLUEBONNET WY, MORGAN HILL, CA 95037",1560 BLUEBONNET WY,MORGAN HILL,CA,95037,Morgan Hill,"$1,172.00 ",,1560 BLUEBONNET WY MH 95037,Notice to Proceed Sent,L,Single Family
"102 W WILLIAM ST, SAN JOSE, CA 95110",102 W WILLIAM ST,SAN JOSE,CA,95110,SJ Water Co.,$241.21 ,$241.21 ,102 W WILLIAM ST SJ 95110,Check Issued,IW,Single Family
"5686 SAN LORENZO DR, SAN JOSE, CA 95123",5686 SAN LORENZO DR,SAN JOSE,CA,95123,SJ Water Co.,$0.00 ,,5686 SAN LORENZO DR SJ 95123,Site is Disqualified,IW,Single Family
"385 ROAN ST, SAN JOSE, CA 95123",385 ROAN ST,SAN JOSE,CA,95123,Great Oaks,$580.84 ,$580.84 ,385 ROAN ST SJ 95123,Check Issued,IW,Single Family
"483 VIRGINIA AV, CAMPBELL, CA 95008",483 VIRGINIA AV,CAMPBELL,CA,95008,SJ Water Co.,"$2,000.00 ","$2,000.00 ",483 VIRGINIA AV CA 95008,Check Issued,LIW,Single Family
"790 CARRYWOOD WY, SAN JOSE, CA 95120",790 CARRYWOOD WY,SAN JOSE,CA,95120,SJ Water Co.,$202.14 ,$202.14 ,790 CARRYWOOD WY SJ 95120,Check Issued,W,Single Family
"751 CHIMALUS DR, PALO ALTO, CA 94306",751 CHIMALUS DR,PALO ALTO,CA,94306,Palo Alto,"$3,000.00 ",,751 CHIMALUS DR PA 94306,Appl. Received Complete,LIW,Single Family
"5025 RUE CALAIS, SAN JOSE, CA 95136",5025 RUE CALAIS,SAN JOSE,CA,95136,Great Oaks,$0.00 ,,5025 RUE CALAIS SJ 95136,Appl. Received Complete,D,Single Family
"110 GREENDALE DR, LOS GATOS, CA 95032",110 GREENDALE DR,LOS GATOS,CA,95032,SJ Water Co.,$544.26 ,$544.26 ,110 GREENDALE DR LG 95032,Check Issued,IW,Single Family
"8441 GOLDENROD CL, GILROY, CA 95020",8441 GOLDENROD CL,GILROY,CA,95020,Gilroy,$304.50 ,$304.50 ,8441 GOLDENROD CL GI 95020,Check Issued,IW,Single Family
"7110 PITLOCHRY DR, GILROY, CA 95020",7110 PITLOCHRY DR,GILROY,CA,95020,Gilroy,$279.99 ,$279.99 ,7110 PITLOCHRY DR GI 95020,Check Issued,W,Single Family
"14510 BERRY WY, SAN JOSE, CA 95124",14510 BERRY WY,SAN JOSE,CA,95124,SJ Water Co.,$855.00 ,,14510 BERRY WY SJ 95124,Notice to Proceed Sent,IW,Single Family
"1769 GILDA WY, SAN JOSE, CA 95124",1769 GILDA WY,SAN JOSE,CA,95124,SJ Water Co.,$202.96 ,$202.96 ,1769 GILDA WY SJ 95124,Check Issued,IW,Single Family
"3057 BILBO DR, SAN JOSE, CA 95121",3057 BILBO DR,SAN JOSE,CA,95121,SJ Water Co.,$599.00 ,$599.00 ,3057 BILBO DR SJ 95121,Check Issued,L,Single Family
"754 HOLBROOK PL, SUNNYVALE, CA 94087",754 HOLBROOK PL,SUNNYVALE,CA,94087,Sunnyvale,$124.97 ,$124.97 ,754 HOLBROOK PL SU 94087,Check Issued,IW,Single Family
"1915 KILLARNEY CT, GILROY, CA 95020",1915 KILLARNEY CT,GILROY,CA,95020,Gilroy,$281.70 ,$281.70 ,1915 KILLARNEY CT GI 95020,Check Issued,IW,Single Family
"2701 CLUB DR, GILROY, CA 95020",2701 CLUB DR,GILROY,CA,95020,Gilroy,$254.43 ,$254.43 ,2701 CLUB DR GI 95020,Check Issued,IW,Single Family
"1125 OLIVE BRANCH LN, SAN JOSE, CA 95120",1125 OLIVE BRANCH LN,SAN JOSE,CA,95120,SJ Water Co.,$276.99 ,$276.99 ,1125 OLIVE BRANCH LN SJ 95120,Check Issued,IW,Single Family
"7630 CARMEL ST, GILROY, CA 95020",7630 CARMEL ST,GILROY,CA,95020,Gilroy,$236.03 ,$236.03 ,7630 CARMEL ST GI 95020,Check Issued,IW,Single Family
"8411 WREN AV, GILROY, CA 95020",8411 WREN AV,GILROY,CA,95020,Gilroy,$0.00 ,,8411 WREN AV GI 95020,Appl. Received Complete,L,Single Family
"7016 WOODED LAKE DR, SAN JOSE, CA 95120",7016 WOODED LAKE DR,SAN JOSE,CA,95120,SJ Water Co.,"$1,067.00 ",,7016 WOODED LAKE DR SJ 95120,Appl. Received Complete,LIW,Single Family
"1609 FLOWER GARDEN LN, SAN JOSE, CA 95124",1609 FLOWER GARDEN LN,SAN JOSE,CA,95124,SJ Water Co.,$204.17 ,$204.17 ,1609 FLOWER GARDEN LN SJ 95124,Check Issued,W,Single Family
"1338 BING DR, SAN JOSE, CA 95129",1338 BING DR,SAN JOSE,CA,95129,SJ Water Co.,$588.31 ,$588.31 ,1338 BING DR SJ 95129,Check Issued,LIW,Single Family
"892 RUSSET DR, SUNNYVALE, CA 94087",892 RUSSET DR,SUNNYVALE,CA,94087,Sunnyvale,$179.99 ,,892 RUSSET DR SU 94087,Ready to be Paid,IW,Single Family
"999-1001 East Evelyn Terrace (E and W), Sunnyval, SUNNYVALE, CA 94086","999-1001 East Evelyn Terrace (E and W), Sunnyval",SUNNYVALE,CA,94086,Sunnyvale,$350.00 ,,"999-1001 East Evelyn Terrace (E and W), Sunnyvale, 94086",Notice to Proceed Sent,IW,MFD
"1274 NOTTING HILL DR, SAN JOSE, CA 95131",1274 NOTTING HILL DR,SAN JOSE,CA,95131,SJ Water Co.,$350.00 ,,1274 NOTTING HILL DR SJ 95131,Notice to Proceed Sent,IW,Single Family
"1659 BEN ROE DR, LOS ALTOS, CA 94024",1659 BEN ROE DR,LOS ALTOS,CA,94024,California Water,"$2,000.00 ","$2,000.00 ",1659 BEN ROE DR LA 94024,Check Issued,LIW,Single Family
"16244 OAKHURST DR, MONTE SERENO, CA 95030",16244 OAKHURST DR,MONTE SERENO,CA,95030,SJ Water Co.,$525.73 ,$525.73 ,16244 OAKHURST DR MS 95030,Check Issued,IW,Single Family
"14558 NELSON WY, SAN JOSE, CA 95124",14558 NELSON WY,SAN JOSE,CA,95124,SJ Water Co.,$192.19 ,$192.19 ,14558 NELSON WY SJ 95124,Check Issued,IW,Single Family
"4514 KINGSPARK DR, SAN JOSE, CA 95136",4514 KINGSPARK DR,SAN JOSE,CA,95136,SJ Water Co.,$0.00 ,,4514 KINGSPARK DR SJ 95136,Appl. Received Complete,L,Single Family
"486 BIRCH WY, SANTA CLARA, CA 95051",486 BIRCH WY,SANTA CLARA,CA,95051,Santa Clara,$243.55 ,$243.55 ,486 BIRCH WY SC 95051,Check Issued,IW,Single Family
"2265 S SAN TOMAS AQUINO RD, CAMPBELL, CA 95008",2265 S SAN TOMAS AQUINO RD,CAMPBELL,CA,95008,SJ Water Co.,$350.00 ,,2265 S SAN TOMAS AQUINO RD CA 95008,Notice to Proceed Sent,IW,Single Family
"1651 MT VERNON DR, SAN JOSE, CA 95125",1651 MT VERNON DR,SAN JOSE,CA,95125,SJ Water Co.,$0.00 ,,1651 MT VERNON DR SJ 95125,Appl. Received Complete,L,Single Family
"60 CENTRAL AV, LOS GATOS, CA 95032",60 CENTRAL AV,LOS GATOS,CA,95032,SJ Water Co.,"$1,530.00 ",,60 CENTRAL AV LG 95032,Notice to Proceed Sent,IW,Single Family
"2177 BARRETT AV, SAN JOSE, CA 95124",2177 BARRETT AV,SAN JOSE,CA,95124,SJ Water Co.,$0.00 ,,2177 BARRETT AV SJ 95124,Appl. Received Complete,L,Single Family
"725 N 2ND ST, SAN JOSE, CA 95112",725 N 2ND ST,SAN JOSE,CA,95112,SJ Water Co.,$202.28 ,$202.28 ,725 N 2ND ST SJ 95112,Check Issued,IW,Single Family
"9735 BUNTING CT, GILROY, CA 95020",9735 BUNTING CT,GILROY,CA,95020,Gilroy,"$1,062.00 ",,9735 BUNTING CT GI 95020,Appl. Received Complete,LIW,Single Family
"785 STARDUST LN, SAN JOSE, CA 95123",785 STARDUST LN,SAN JOSE,CA,95123,SJ Water Co.,$0.00 ,,785 STARDUST LN SJ 95123,Site is Disqualified,IW,Single Family
"2386 LACEY DR, MILPITAS, CA 95035",2386 LACEY DR,MILPITAS,CA,95035,Milpitas,$304.50 ,$304.50 ,2386 LACEY DR MI 95035,Check Issued,IW,Single Family
"1480 LONGMEADOW DR, GILROY, CA 95020",1480 LONGMEADOW DR,GILROY,CA,95020,Gilroy,$205.15 ,$205.15 ,1480 LONGMEADOW DR GI 95020,Check Issued,IW,Single Family
"1006 JUDSON DR, MOUNTAIN VIEW, CA 94040",1006 JUDSON DR,MOUNTAIN VIEW,CA,94040,Mountain View,$270.63 ,$270.63 ,1006 JUDSON DR MV 94040,Check Issued,IW,Single Family
"13192 PARAMOUNT DR, SARATOGA, CA 95070",13192 PARAMOUNT DR,SARATOGA,CA,95070,SJ Water Co.,$268.93 ,$268.93 ,13192 PARAMOUNT DR SA 95070,Check Issued,IW,Single Family
"2355 OLEA CT, GILROY, CA 95020",2355 OLEA CT,GILROY,CA,95020,Gilroy,$350.00 ,,2355 OLEA CT GI 95020,Notice to Proceed Sent,IW,Single Family
"1487 FINCH LN, GILROY, CA 95020",1487 FINCH LN,GILROY,CA,95020,Gilroy,$350.00 ,,1487 FINCH LN GI 95020,Notice to Proceed Sent,IW,Single Family
"82 CASHEW BLOSSOM DR, SAN JOSE, CA 95123",82 CASHEW BLOSSOM DR,SAN JOSE,CA,95123,Great Oaks,"$1,844.84 ","$1,844.84 ",82 CASHEW BLOSSOM DR SJ 95123,Check Issued,LDRIW,Single Family
"1370 ARNOLD AV, SAN JOSE, CA 95110",1370 ARNOLD AV,SAN JOSE,CA,95110,SJ Water Co.,$0.00 ,,1370 ARNOLD AV SJ 95110,Site is Disqualified,IW,Single Family
"6409 SAMAR DR, SAN JOSE, CA 95119",6409 SAMAR DR,SAN JOSE,CA,95119,Great Oaks,"$1,270.02 ","$1,270.02 ",6409 SAMAR DR SJ 95119,Check Issued,LRIW,Single Family
"667 PRINCESS PL, MILPITAS, CA 95035",667 PRINCESS PL,MILPITAS,CA,95035,Milpitas,$251.29 ,$251.29 ,667 PRINCESS PL MI 95035,Check Issued,IW,Single Family
#VALUE!,89-95 Gl,MOUNTAIN VIEW,CA,#VALUE!,Mountain View,$392.00 ,$392.00 ,89-95 Gladys Ave,Check Issued,L,MFD
"1332 AVOSET TR, SUNNYVALE, CA 94087",1332 AVOSET TR,SUNNYVALE,CA,94087,Sunnyvale,"$2,666.49 ",,1332 AVOSET TR SU 94087,Ready to be Paid,IW,Commercial
"5986 MESCALERO DR, SAN JOSE, CA 95123",5986 MESCALERO DR,SAN JOSE,CA,95123,SJ Water Co.,"$1,175.00 ","$1,175.00 ",5986 MESCALERO DR SJ 95123,Check Issued,L,Single Family
"162 EUCLID AV, LOS GATOS, CA 95032",162 EUCLID AV,LOS GATOS,CA,95032,SJ Water Co.,$473.02 ,$473.02 ,162 EUCLID AV LG 95032,Check Issued,IW,Single Family
"27270 PALOMINO PL, LOS ALTOS HILLS, CA 94024",27270 PALOMINO PL,LOS ALTOS HILLS,CA,94024,Purissima Hills,"$2,000.00 ",,27270 PALOMINO PL LH 94024,Notice to Proceed Sent,IW,Single Family
"25552 WILLOW POND LN, LOS ALTOS HILLS, CA 94022",25552 WILLOW POND LN,LOS ALTOS HILLS,CA,94022,Purissima Hills,$0.00 ,,25552 WILLOW POND LN LH 94022,Appl. Received Complete,L,Single Family
"4913 PORTMARNOCH CT, SAN JOSE, CA 95138",4913 PORTMARNOCH CT,SAN JOSE,CA,95138,SJ Muni,$303.85 ,$303.85 ,4913 PORTMARNOCH CT SJ 95138,Check Issued,IW,Single Family
"8995 RIDGEWAY DR, GILROY, CA 95020",8995 RIDGEWAY DR,GILROY,CA,95020,Gilroy,$350.00 ,,8995 RIDGEWAY DR GI 95020,Notice to Proceed Sent,IW,Single Family
"264 N AVALON DR, LOS ALTOS, CA 94022",264 N AVALON DR,LOS ALTOS,CA,94022,California Water,$195.00 ,$195.00 ,264 N AVALON DR LA 94022,Check Issued,W,Single Family
"10959 MARIA ROSA WY, CUPERTINO, CA 95014",10959 MARIA ROSA WY,CUPERTINO,CA,95014,SJ Water Co.,$279.00 ,$279.00 ,10959 MARIA ROSA WY CU 95014,Check Issued,IW,Single Family
"2741 QUINTO WY, SAN JOSE, CA 95124",2741 QUINTO WY,SAN JOSE,CA,95124,SJ Water Co.,"$1,120.00 ","$1,120.00 ",2741 QUINTO WY SJ 95124,Check Issued,LIW,Single Family
"10460 IMPERIAL AV, CUPERTINO, CA 95014",10460 IMPERIAL AV,CUPERTINO,CA,95014,SJ Water Co.,$0.00 ,,10460 IMPERIAL AV CU 95014,Site is Disqualified,,Single Family
"2697 CASEY WY, SAN JOSE, CA 95121",2697 CASEY WY,SAN JOSE,CA,95121,SJ Muni,$350.00 ,,2697 CASEY WY SJ 95121,Notice to Proceed Sent,IW,Single Family
"1845 WHITE OAKS RD, CAMPBELL, CA 95008",1845 WHITE OAKS RD,CAMPBELL,CA,95008,SJ Water Co.,$252.28 ,$252.28 ,1845 WHITE OAKS RD CA 95008,Check Issued,IW,Single Family
"2177 ROSSWOOD DR, SAN JOSE, CA 95124",2177 ROSSWOOD DR,SAN JOSE,CA,95124,SJ Water Co.,$251.29 ,$251.29 ,2177 ROSSWOOD DR SJ 95124,Check Issued,IW,Single Family
"107 LASUEN CT, LOS GATOS, CA 95032",107 LASUEN CT,LOS GATOS,CA,95032,SJ Water Co.,$249.26 ,$249.26 ,107 LASUEN CT LG 95032,Check Issued,IW,Single Family
"15980 ESCOBAR AV, LOS GATOS, CA 95032",15980 ESCOBAR AV,LOS GATOS,CA,95032,SJ Water Co.,$323.15 ,$323.15 ,15980 ESCOBAR AV LG 95032,Check Issued,IW,Single Family
"560 BLUEFIELD DR, SAN JOSE, CA 95136",560 BLUEFIELD DR,SAN JOSE,CA,95136,SJ Water Co.,"$1,341.10 ","$1,341.10 ",560 BLUEFIELD DR SJ 95136,Check Issued,LIW,Single Family
"5269 KENTFIELD DR, SAN JOSE, CA 95124",5269 KENTFIELD DR,SAN JOSE,CA,95124,SJ Water Co.,$303.85 ,$303.85 ,5269 KENTFIELD DR SJ 95124,Check Issued,IW,Single Family
"1576 PARK CREST CT, SAN JOSE, CA 95118",1576 PARK CREST CT,SAN JOSE,CA,95118,SJ Water Co.,$304.60 ,$304.60 ,1576 PARK CREST CT SJ 95118,Check Issued,IW,Single Family
"598 COSTIGAN CL, MILPITAS, CA 95035",598 COSTIGAN CL,MILPITAS,CA,95035,Milpitas,"$1,258.00 ",,598 COSTIGAN CL MI 95035,Appl. Received Complete,LIW,Single Family
"4184 JAN WY, SAN JOSE, CA 95124",4184 JAN WY,SAN JOSE,CA,95124,SJ Water Co.,$192.97 ,$192.97 ,4184 JAN WY SJ 95124,Check Issued,IW,Single Family
"1433 SARATOGA DR, MILPITAS, CA 95035",1433 SARATOGA DR,MILPITAS,CA,95035,Milpitas,$203.93 ,$203.93 ,1433 SARATOGA DR MI 95035,Check Issued,IW,Single Family
"320 S SPRINGER RD, LOS ALTOS, CA 94024",320 S SPRINGER RD,LOS ALTOS,CA,94024,California Water,"$2,000.00 ","$2,000.00 ",320 S SPRINGER RD LA 94024,Check Issued,LIW,Single Family
"1865 JUNEWOOD AV, SAN JOSE, CA 95132",1865 JUNEWOOD AV,SAN JOSE,CA,95132,SJ Water Co.,"$1,134.95 ","$1,134.95 ",1865 JUNEWOOD AV SJ 95132,Check Issued,LIW,Single Family
"1488 SHAFFER DR, SAN JOSE, CA 95132",1488 SHAFFER DR,SAN JOSE,CA,95132,SJ Water Co.,$0.00 ,,1488 SHAFFER DR SJ 95132,Site is Disqualified,I,Single Family
"1488 SHAFFER DR, SAN JOSE, CA 95132",1488 SHAFFER DR,SAN JOSE,CA,95132,SJ Water Co.,$279.00 ,$279.00 ,1488 SHAFFER DR SJ 95132,Check Issued,IW,Single Family
"7493 DE FOE DR, CUPERTINO, CA 95014",7493 DE FOE DR,CUPERTINO,CA,95014,SJ Water Co.,$242.64 ,$242.64 ,7493 DE FOE DR CU 95014,Check Issued,IW,Single Family
"177 LEOTA AV, SUNNYVALE, CA 94086",177 LEOTA AV,SUNNYVALE,CA,94086,Sunnyvale,$276.79 ,$276.79 ,177 LEOTA AV SU 94086,Check Issued,IW,Single Family
"355 LONGVIEW DR, MORGAN HILL, CA 95037",355 LONGVIEW DR,MORGAN HILL,CA,95037,Morgan Hill,"$1,216.00 ","$1,216.00 ",355 LONGVIEW DR MH 95037,Check Issued,L,Single Family
"115 VERONA CT, LOS GATOS, CA 95030",115 VERONA CT,LOS GATOS,CA,95030,SJ Water Co.,"$2,000.00 ","$2,000.00 ",115 VERONA CT LG 95030,Check Issued,LW,Single Family
"1298 JULI LYNN DR, SAN JOSE, CA 95120",1298 JULI LYNN DR,SAN JOSE,CA,95120,SJ Water Co.,$148.97 ,$148.97 ,1298 JULI LYNN DR SJ 95120,Check Issued,IW,Single Family
"20191 RANCHO BELLA VISTA, SARATOGA, CA 95070",20191 RANCHO BELLA VISTA,SARATOGA,CA,95070,SJ Water Co.,"$2,000.00 ",,20191 RANCHO BELLA VISTA SA 95070,Notice to Proceed Sent,LIW,Single Family
"273 VINEYARD DR, SAN JOSE, CA 95119",273 VINEYARD DR,SAN JOSE,CA,95119,Great Oaks,$199.58 ,$199.58 ,273 VINEYARD DR SJ 95119,Check Issued,IW,Single Family
"3270 ARTHUR AV, SAN JOSE, CA 95127",3270 ARTHUR AV,SAN JOSE,CA,95127,SJ Water Co.,$350.00 ,,3270 ARTHUR AV SJ 95127,Notice to Proceed Sent,IW,Single Family
"219 HARDING AV, LOS GATOS, CA 95032",219 HARDING AV,LOS GATOS,CA,95032,SJ Water Co.,$252.28 ,$252.28 ,219 HARDING AV LG 95032,Check Issued,IW,Single Family
"51 VISTA LN, STANFORD, CA 94035",51 VISTA LN,STANFORD,CA,94035,Stanford Utilities,"$1,050.00 ","$1,050.00 ",51 VISTA LN ST 94035,Check Issued,IW,Industrial
"1195 CRANDANO CT, SUNNYVALE, CA 94087",1195 CRANDANO CT,SUNNYVALE,CA,94087,Sunnyvale,$130.99 ,$130.99 ,1195 CRANDANO CT SU 94087,Check Issued,IW,Single Family
"2125 ABBEY LN, CAMPBELL, CA 95008",2125 ABBEY LN,CAMPBELL,CA,95008,SJ Water Co.,$350.00 ,,2125 ABBEY LN CA 95008,Notice to Proceed Sent,IW,Single Family
"17445 BELLETTO DR, MORGAN HILL, CA 95037",17445 BELLETTO DR,MORGAN HILL,CA,95037,Morgan Hill,"$3,000.00 ",,17445 BELLETTO DR MH 95037,Notice to Proceed Sent,L,Single Family
